样本id,A1,A3,A4,A5,A6,A10,A12,A13,A15,A17,A18,A19,A21,A22,A23,A25,A27,B1,B2,B3,B6,B8,B12,B13,B14,收率,A7-A5,A9-A7,A11-A9,A14-A11,A16-A14,A20s-A16,A20e-A20s,A24-A20e,A26-A24,A28s-A26,A28e-A28s,B4s-A28e,B4e-B4s,B5-B4e,B7-B5,B9s-B7,B9e-B9s,B10s-B9e,B10e-B10s,B11s-B10e,B11e-B11s
sample_487,300,405.0,700,50400,34.0,100,102,0.2,103.0,103.0,0.2,200,50.0,9.0,5.0,70,78,300.0,3.5,3.5,65,45.0,800.0,0.15,400,0.8909999999999999,9.999722222222223,15.500277777777777,1.0,1.0,1.0,23.5,1.5,0.5,0.5,6.5,1.0,0.0,1.0,0.0,3.0,1.0,1.5,1.0,1.5,10.999722222222223,0.0
sample_1231,300,405.0,700,79200,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.971,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1727,300,405.0,700,21600,28.0,101,102,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,79,74,320.0,3.5,3.5,78,45.0,1200.0,0.15,420,0.971,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1211,300,405.0,700,79200,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.983,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_529,300,405.0,700,39600,21.0,100,102,0.2,104.0,105.0,0.2,300,50.0,9.0,5.0,70,78,330.0,3.5,3.5,65,45.0,800.0,0.15,420,0.918,12.999722222222223,12.500277777777777,1.0,1.0,1.0,8.499722222222223,0.0,19.00027777777778,0.5,7.5,1.0,0.0,1.0,0.0,4.5,0.0,1.5,0.5,1.5,10.999722222222223,0.0
sample_1916,300,405.0,700,79200,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.935,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_657,300,405.0,700,50400,30.0,101,102,0.2,104.0,106.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.936,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_898,300,405.0,700,55800,38.0,100,102,0.2,103.0,103.0,0.2,300,50.0,9.0,5.0,70,75,370.0,3.5,3.5,52,30.0,800.0,0.15,400,0.902,0.16666666666666666,1.3333333333333333,1.0,1.5,1.0,4.0,0.5,0.0,0.5,9.5,0.5,0.0,2.0,0.0,3.0,0.0,1.5,1.0,1.5,3.499722222222222,0.0
sample_419,300,405.0,700,32400,21.0,100,102,0.2,104.0,106.0,0.2,100,50.0,9.0,5.0,80,78,300.0,3.5,3.5,60,45.0,800.0,0.15,400,0.913,14.999722222222223,11.000277777777777,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.5,1.0,0.9997222222222222,0.0
sample_1795,300,405.0,700,79200,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.913,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_859,300,,980,12600,21.0,100,102,0.2,103.0,104.0,0.2,300,40.0,10.0,5.0,70,78,300.0,3.5,3.5,60,40.0,800.0,0.15,400,0.8909999999999999,20.49972222222222,5.000277777777778,1.0,1.0,1.0,15.999722222222223,0.0,12.000277777777777,0.5,6.5,1.0,0.0,1.5,0.0,5.5,20.99972222222222,0.0,5.500277777777778,1.5,16.99972222222222,0.0
sample_1525,300,405.0,700,40800,80.0,100,103,0.2,103.0,104.0,0.2,300,50.0,9.0,5.0,75,70,350.0,3.5,3.5,65,45.0,800.0,0.15,400,0.902,12.66638888888889,12.500277777777777,1.0,1.0,1.0,1.0,0.5,0.5,0.5,8.0,0.5,0.0,2.0,0.0,2.5,2.0,1.5,0.5,1.5,11.499722222222223,0.0
sample_360,300,405.0,700,64800,38.0,100,104,0.2,103.0,102.0,0.2,300,50.0,10.0,5.0,70,75,370.0,3.5,3.5,40,30.0,800.0,0.15,400,0.947,0.16666666666666666,1.6666666666666667,1.0,1.0,1.0,0.16666666666666666,0.5,0.5,0.5,15.5,0.5,0.0,2.0,0.0,2.0,1.5,1.5,1.0,1.5,21.99972222222222,0.0
sample_1597,300,405.0,700,3600,39.0,100,103,0.2,102.0,105.0,0.2,200,40.0,10.0,5.0,70,77,300.0,3.5,3.5,60,37.0,800.0,0.15,420,0.947,22.99972222222222,2.500277777777778,1.0,1.0,1.0,0.5,0.5,0.5,0.5,5.5,1.0,0.0,1.5,0.0,3.5,0.0,1.5,0.5,1.5,1.4997222222222222,0.0
sample_268,300,405.0,700,21600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.999722222222222,0.0,0.0,0.0
sample_845,300,,980,54000,21.0,100,101,0.2,103.0,105.0,0.2,300,40.0,10.0,5.0,70,78,300.0,3.5,3.5,60,40.0,800.0,0.15,400,0.8909999999999999,8.999722222222223,16.00027777777778,1.5,1.0,1.0,2.5,0.5,0.16666666666666666,0.3333333333333333,7.0,1.0,0.0,1.5,0.0,2.5,1.5,1.5,9.999722222222223,0.0,0.0,0.0
sample_1377,300,405.0,700,50400,30.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,18.99972222222222,0.0,0.0,0.0
sample_880,300,405.0,700,45000,21.0,100,102,0.2,103.0,104.0,0.2,300,50.0,9.0,5.0,70,75,300.0,3.5,3.5,50,35.0,800.0,0.15,400,0.902,0.5,2.0,1.0,1.0,1.0,2.5,0.5,0.0,0.5,6.5,0.5,0.0,1.0,0.0,6.5,0.5,1.5,1.0,1.5,7.499722222222222,0.0
sample_591,300,405.0,700,23400,22.0,101,103,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,90,78,330.0,3.5,3.5,65,45.0,800.0,0.15,400,0.8909999999999999,17.49972222222222,7.500277777777778,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,6.499722222222222,0.0
sample_726,300,405.0,700,21600,29.0,103,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.999722222222222,0.0,0.0,0.0
sample_827,300,405.0,700,21600,80.0,100,102,0.2,103.0,104.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.999722222222222,0.0,0.0,0.0
sample_993,300,405.0,700,64800,22.0,100,104,0.2,106.0,107.0,0.2,200,50.0,9.0,5.0,70,75,300.0,3.5,3.5,68,47.0,800.0,0.15,420,0.935,5.999722222222222,19.00027777777778,1.0,1.0,1.0,0.16666666666666666,0.5,0.3333333333333333,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.16666666666666666,1.3333333333333333,0.25,1.4166666666666667,17.333055555555557,0.0
sample_1482,300,405.0,700,48600,30.0,100,103,0.2,102.0,104.0,0.2,300,50.0,9.0,5.0,70,75,350.0,3.5,3.5,60,45.0,800.0,0.15,390,0.89,0.25,1.25,1.0,1.0,1.0,1.5,0.5,0.0,0.5,9.5,0.5,0.0,1.0,0.0,2.5,0.0,1.5,1.5,1.5,9.499722222222223,0.0
sample_473,300,405.0,700,3600,21.0,100,102,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,70,78,290.0,3.5,3.5,60,38.0,800.0,0.15,400,0.902,22.99972222222222,2.500277777777778,1.0,1.0,1.0,0.5,0.5,0.0,0.5,20.0,1.0,9.0,1.5,0.0,4.5,0.0,1.5,1.0,1.5,0.9997222222222222,0.0
sample_1624,300,405.0,700,59400,21.0,100,102,0.2,104.0,105.0,0.2,300,50.0,9.0,5.0,70,78,340.0,3.5,3.5,65,50.0,800.0,0.15,420,0.935,7.499722222222222,18.00027777777778,1.0,1.0,1.0,0.5,1.0,0.5,0.5,5.5,1.0,0.0,1.5,0.0,3.0,3.5,1.5,0.5,1.0,6.999722222222222,0.0
sample_132,300,405.0,700,21600,29.0,102,103,0.2,105.0,104.0,0.2,200,50.0,9.0,5.0,79,76,320.0,3.5,3.5,74,45.0,1200.0,0.15,400,0.925,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.5,23.5,2.0,0.0,1.0
sample_16,300,405.0,700,25200,24.0,100,102,0.2,103.0,104.0,0.2,300,40.0,9.0,5.0,70,78,310.0,3.5,3.5,65,40.0,800.0,0.15,420,0.923,16.99972222222222,8.000277777777777,1.0,1.0,1.0,5.0,0.5,0.0,0.5,6.0,1.5,0.0,1.5,0.0,6.0,0.0,1.5,0.5,1.5,12.499722222222223,0.0
sample_440,300,405.0,700,14400,21.0,100,102,0.2,104.0,106.0,0.2,100,70.0,9.0,5.0,80,78,290.0,3.5,3.5,65,45.0,800.0,0.15,400,0.879,19.99972222222222,5.000277777777778,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.5,0.5,1.0,6.999722222222222,0.0
sample_1970,300,405.0,700,21600,30.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.943,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.0,0.0,1.0
sample_1030,300,405.0,700,3600,21.0,100,102,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,70,78,300.0,3.5,3.5,65,45.0,800.0,0.15,400,0.902,22.99972222222222,2.500277777777778,1.0,1.0,1.0,0.5,0.5,0.5,0.5,5.0,1.0,0.0,1.0,0.0,3.0,1.5,1.5,1.0,1.5,0.9997222222222222,0.0
sample_1882,300,405.0,700,21600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.935,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_477,300,405.0,700,50400,21.0,100,102,0.2,104.0,105.0,0.2,200,40.0,9.0,5.0,70,78,290.0,3.5,3.5,65,40.0,800.0,0.15,400,0.902,9.999722222222223,15.500277777777777,1.0,1.0,1.0,0.5,0.5,0.5,0.5,6.0,1.0,0.5,1.0,0.0,2.0,3.5,1.5,1.0,1.5,9.499722222222223,0.0
sample_1027,300,405.0,700,-1,34.0,100,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,70,75,290.0,3.5,3.5,65,40.0,800.0,0.15,400,0.8909999999999999,0.0,22.50027777777778,1.0,1.0,0.6666666666666666,0.8333333333333334,0.5,0.5,0.5,0.5,1.0,0.5,1.5,0.0,1.0,6.5,1.0,1.5,1.5,5.499722222222222,0.0
sample_1745,300,405.0,700,21600,29.0,102,103,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,79,72,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.983,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_905,300,405.0,700,45000,38.0,100,103,0.2,103.0,102.0,0.2,300,50.0,9.0,5.0,70,75,370.0,3.5,3.5,50,38.0,800.0,0.15,400,0.902,0.16666666666666666,1.3333333333333333,1.0,1.0,1.0,3.5,0.5,0.0,0.0,7.0,0.5,0.0,1.5,0.0,4.5,0.0,1.5,1.0,1.5,9.499722222222223,0.0
sample_1272,300,405.0,700,21600,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.936,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_729,300,405.0,700,21600,27.0,100,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.942,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.999722222222222,0.0,0.0,0.0
sample_854,300,,980,18000,24.0,100,102,0.2,103.0,104.0,0.2,300,30.0,9.0,5.0,70,78,300.0,3.5,3.5,60,40.0,800.0,0.15,400,0.902,18.99972222222222,7.000277777777778,1.0,1.0,1.0,2.0,0.5,0.0,0.5,5.5,1.0,0.0,1.5,0.0,2.0,2.0,1.5,1.0,1.5,18.99972222222222,0.0
sample_1555,300,405.0,700,23400,21.0,100,102,0.2,103.0,102.0,0.2,300,50.0,9.0,5.0,75,70,350.0,3.5,3.5,65,45.0,800.0,0.15,400,0.8909999999999999,0.5,1.5,1.0,1.0,1.0,3.0,0.5,0.5,0.5,9.0,0.5,0.0,2.0,0.0,4.5,0.0,1.0,1.0,1.5,12.499722222222223,0.0
sample_1580,300,405.0,700,36000,21.0,100,104,0.2,105.0,106.0,0.2,300,50.0,9.0,5.0,70,74,350.0,3.5,3.5,70,45.0,800.0,0.15,400,0.902,13.999722222222223,11.000277777777777,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.4997222222222222,0.0
sample_694,300,405.0,700,39600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.925,12.999722222222223,13.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0
sample_915,300,405.0,700,53400,30.0,100,103,0.2,103.0,103.0,0.2,300,50.0,9.0,5.0,70,75,350.0,3.5,3.5,65,45.0,800.0,0.15,400,0.8909999999999999,0.3333333333333333,1.3333333333333333,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,2.0,0.0,2.0,2.0,1.5,1.0,1.5,16.99972222222222,0.0
sample_1679,300,405.0,700,79200,29.0,101,103,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,74,310.0,3.5,3.5,70,45.0,1200.0,0.15,400,0.902,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.5,1.5,0.0,1.0,0.0,1.0
sample_1310,300,405.0,700,75600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.943,2.999722222222222,23.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,11.999722222222223,0.0,0.0,0.0
sample_704,300,405.0,700,79200,30.0,102,102,0.2,103.0,105.0,0.2,200,50.0,9.0,5.0,78,76,320.0,3.5,3.5,70,45.0,1200.0,0.15,420,0.941,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_104,300,405.0,700,14400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,79,72,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.902,19.99972222222222,6.000277777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1425,300,405.0,700,46800,23.0,100,104,0.2,105.0,105.0,0.2,300,50.0,9.0,5.0,70,78,300.0,3.5,3.5,60,40.0,800.0,0.15,400,0.902,10.999722222222223,14.500277777777777,1.0,1.0,1.0,4.5,0.5,0.0,0.5,6.0,1.0,0.0,1.5,0.0,3.0,2.0,1.5,0.5,1.5,7.999722222222222,0.0
sample_61,300,405.0,700,36000,18.0,100,106,0.2,106.0,105.0,0.2,300,50.0,9.0,5.0,70,75,350.0,3.5,3.5,70,45.0,800.0,0.15,400,0.902,13.999722222222223,11.000277777777777,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,0.0,1.1666666666666667,0.0,1.0,0.0,1.5,0.0,1.5,0.5,1.5,0.9997222222222222,0.0
sample_785,300,405.0,700,21600,30.0,102,104,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.955,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.999722222222222,0.0,0.0,0.0
sample_1837,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.971,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_970,300,405.0,700,56400,21.0,100,101,0.2,102.0,102.0,0.2,300,30.0,10.0,5.0,70,75,300.0,3.5,3.5,60,40.0,800.0,0.15,400,0.879,8.333055555555555,17.166944444444443,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.5,1.5,1.0,0.4166666666666667,1.0833333333333333,0.5,2.0,0.0,1.5,0.5,1.5,15.499722222222223,0.0
sample_1052,300,405.0,700,59400,24.0,100,101,0.2,103.0,103.0,0.2,300,50.0,9.0,5.0,70,78,360.0,3.5,3.5,65,45.0,800.0,0.15,400,0.902,7.499722222222222,18.00027777777778,1.0,1.0,1.0,0.5,0.5,0.5,0.5,5.0,1.0,0.0,1.0,0.0,3.0,2.0,3.5,0.5,1.5,7.499722222222222,0.0
sample_79,300,405.0,700,21600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.879,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1952,300,405.0,700,21600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.999722222222222,0.0,0.0,0.0
sample_392,300,405.0,700,21600,22.0,100,104,0.2,106.0,107.0,0.2,200,50.0,10.0,5.0,70,76,,,,63,45.0,800.0,0.15,420,0.923,17.99972222222222,7.000277777777778,1.0,1.0,1.0,0.16666666666666666,0.5,0.3333333333333333,0.5,0.0,1.0,0.5,1.0,0.0,2.0,0.3333333333333333,1.1666666666666667,0.16666666666666666,1.3333333333333333,4.999722222222222,0.0
sample_166,300,405.0,700,21600,29.0,102,102,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,79,75,1200.0,0.15,3.5,80,45.0,1200.0,0.15,400,0.936,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1443,300,405.0,700,61200,21.0,100,102,0.2,102.0,103.0,0.2,300,40.0,9.0,5.0,70,78,300.0,3.5,3.5,60,45.0,800.0,0.15,440,1.0008,6.999722222222222,18.00027777777778,1.0,1.0,1.0,3.5,0.5,0.0,0.5,8.5,1.0,0.0,1.5,0.0,3.5,0.0,1.5,0.5,1.5,4.499722222222222,0.0
sample_1185,300,405.0,700,21600,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,75,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.947,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_986,300,405.0,700,50400,20.0,100,103,0.2,105.0,107.0,0.2,300,50.0,9.0,5.0,70,78,300.0,3.5,3.5,68,45.0,800.0,0.15,420,0.949,9.999722222222223,15.000277777777777,1.0,1.0,1.0,0.16666666666666666,0.5,0.3333333333333333,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.16666666666666666,1.5,0.16666666666666666,1.3333333333333333,21.333055555555557,0.0
sample_1392,300,405.0,700,50400,29.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,18.99972222222222,0.0,0.0,0.0
sample_1303,300,405.0,700,50400,28.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,460,0.985,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,18.99972222222222,0.0,0.0,0.0
sample_908,300,405.0,700,54000,40.0,100,103,0.2,102.0,102.0,0.2,300,50.0,10.0,5.0,70,75,370.0,3.5,3.5,45,28.0,800.0,0.15,400,0.879,0.25,1.25,1.0,1.0,1.0,5.5,0.5,0.0,0.5,9.0,0.5,0.0,2.0,0.0,3.5,0.0,1.5,0.5,1.5,3.499722222222222,0.0
sample_1206,300,405.0,700,21600,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.936,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_350,300,405.0,700,21600,41.0,100,103,0.2,102.0,102.0,0.2,300,50.0,9.0,5.0,70,75,370.0,3.5,3.5,45,26.0,800.0,0.15,400,0.8909999999999999,0.25,1.25,1.0,1.0,1.0,4.0,0.5,0.5,0.5,7.5,0.5,0.0,1.5,0.0,6.5,0.0,1.5,1.0,1.5,11.999722222222223,0.0
sample_186,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,72,300.0,3.5,3.5,79,45.0,1200.0,0.15,420,0.959,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1594,300,405.0,700,64800,20.0,100,106,0.2,106.0,107.0,0.2,300,50.0,9.0,5.0,70,74,350.0,3.5,3.5,69,45.0,900.0,0.15,420,0.935,5.999722222222222,19.00027777777778,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,17.49972222222222,0.0
sample_372,300,405.0,700,55800,38.0,100,103,0.2,102.0,103.0,0.2,300,50.0,10.0,5.0,70,75,370.0,3.5,3.5,60,45.0,800.0,0.15,420,0.935,0.16666666666666666,1.3333333333333333,1.0,1.0,1.0,4.0,0.5,0.0,0.5,9.5,0.5,0.0,2.0,0.0,2.5,0.0,1.5,0.0,2.0,4.999722222222222,0.0
sample_118,300,405.0,700,79200,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.902,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1570,300,405.0,700,5400,38.0,100,101,0.2,103.0,103.0,0.2,200,50.0,10.0,5.0,70,77,290.0,3.5,3.5,65,45.0,800.0,0.15,400,0.902,22.49972222222222,3.000277777777778,1.0,1.0,1.0,0.5,0.5,0.5,0.0,4.5,1.0,0.0,1.0,0.0,3.0,2.0,1.5,1.0,1.5,0.9997222222222222,0.0
sample_1115,300,405.0,700,32400,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.902,14.999722222222223,11.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_253,300,405.0,700,21600,27.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.943,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.999722222222222,0.0,0.0,0.0
sample_508,300,405.0,700,3600,24.0,100,101,0.2,101.0,103.0,0.2,300,50.0,10.0,5.0,70,78,350.0,3.5,3.5,65,45.0,800.0,0.15,420,0.947,22.99972222222222,2.500277777777778,1.0,1.0,1.0,0.5,0.5,0.5,0.5,7.0,1.0,0.0,1.0,0.0,22.5,7.0,1.5,0.5,1.5,22.49972222222222,0.0
sample_1308,300,405.0,700,21600,28.0,103,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.999722222222222,0.0,0.0,0.0
