样本id,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A19,A20,A21,A22,A24,A25,A26,A27,A28,B1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,收率
sample_475,22.0,36.0,-1.0,-1.0,23.5,100.0,0.5,102.0,1.5,104.0,2.5,105.0,200.0,0.5,50.0,10.0,4.0,70,4.5,78.0,1.0,300.0,1.5,7.0,65.0,9.0,45.0,1.5,1.5,-1.0,800.0,400.0,0.93
sample_1761,14.0,30.0,-1.0,-1.0,16.0,101.0,17.0,103.0,18.0,105.0,19.0,107.0,200.0,1.0,50.0,9.0,20.0,80,21.0,74.0,1.0,320.0,1.0,7.0,78.0,9.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9590000000000001
sample_721,14.0,30.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,105.0,19.0,103.0,200.0,1.0,50.0,9.0,20.0,79,21.0,76.0,1.0,320.0,1.0,23.0,79.0,1.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.91
sample_570,1.0,30.0,-1.0,-1.0,3.0,101.0,4.0,103.0,5.0,104.0,6.0,105.0,200.0,1.0,50.0,9.0,7.0,80,8.0,75.0,1.0,320.0,1.0,10.0,80.0,12.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.8909999999999999
sample_1424,4.0,21.0,-1.0,-1.0,5.0,100.0,6.0,102.0,7.0,103.0,8.0,104.0,300.0,0.5,35.0,9.0,12.5,70,13.0,78.0,1.0,300.0,1.5,23.0,60.0,2.0,40.0,1.5,1.5,-1.0,800.0,400.0,0.925
sample_50,3.0,20.0,-1.0,-1.0,4.0,100.0,5.0,104.0,6.0,106.0,7.0,106.0,300.0,0.5,50.0,9.0,8.333333333333334,70,8.833333333333334,75.0,1.1666666666666667,350.0,1.0,11.0,69.0,12.5,46.0,1.5,1.5,-1.0,800.0,400.0,0.925
sample_1836,6.0,29.0,-1.0,-1.0,8.0,101.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9470000000000001
sample_1805,6.0,29.0,-1.0,-1.0,8.0,102.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.902
sample_645,14.0,29.0,-1.0,-1.0,16.0,101.0,17.0,103.0,18.0,104.0,19.0,106.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.902
sample_723,6.0,27.0,-1.0,-1.0,8.0,102.0,9.0,104.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,3.0,-1.0,-1.0,1200.0,440.0,0.9129999999999999
sample_111,14.0,30.0,-1.0,-1.0,16.0,100.0,17.0,103.0,18.0,105.0,19.0,106.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.9359999999999999
sample_1803,14.0,30.0,-1.0,-1.0,16.0,101.0,17.0,102.0,18.0,104.0,19.0,106.0,200.0,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.925
sample_1159,1.0,29.0,-1.0,-1.0,3.0,102.0,4.0,103.0,5.0,104.0,6.0,105.0,200.0,1.0,50.0,9.0,7.0,79,8.0,73.0,1.0,320.0,1.0,10.0,80.0,12.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.93
sample_1937,6.0,30.0,-1.0,-1.0,8.0,101.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.9590000000000001
sample_590,23.0,21.0,-1.0,-1.0,2.5,100.0,3.5,102.0,4.5,104.0,5.5,106.0,200.0,1.0,50.0,9.0,6.5,80,7.0,70.0,1.0,330.0,1.0,9.0,65.0,10.0,45.0,1.0,1.0,-1.0,800.0,400.0,0.983
sample_1074,3.5,21.0,-1.0,-1.0,5.0,100.0,6.0,102.0,7.0,104.0,8.0,105.0,300.0,0.5,50.0,9.0,11.0,70,11.5,78.0,1.0,340.0,1.5,19.0,65.0,0.0,50.0,1.5,1.5,-1.0,800.0,420.0,0.956
sample_914,15.5,37.0,15.666666666666666,80.0,17.0,100.0,18.0,103.0,19.0,102.0,20.0,102.0,300.0,0.5,50.0,10.0,21.0,70,21.5,75.0,0.5,370.0,2.0,15.5,45.0,17.5,20.0,1.5,1.5,-1.0,800.0,420.0,0.93
sample_45,23.0,24.0,-1.0,-1.0,0.5,100.0,1.5,102.0,2.5,104.0,3.5,104.0,300.0,0.5,50.0,9.0,7.0,70,7.5,78.0,1.0,310.0,1.0,17.5,60.0,19.5,40.0,1.5,1.5,-1.0,800.0,400.0,0.902
sample_1649,22.0,29.0,-1.0,-1.0,0.0,102.0,1.0,103.0,2.0,104.0,3.0,105.0,200.0,1.0,50.0,8.0,4.0,79,5.0,72.0,1.0,320.0,1.0,7.0,80.0,9.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.935
sample_246,21.0,30.0,-1.0,-1.0,23.0,102.0,0.0,103.0,1.0,104.0,2.0,105.0,200.0,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80.0,8.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.9229999999999999
sample_1345,14.0,27.0,-1.0,-1.0,16.0,102.0,17.0,104.0,18.0,105.0,19.0,106.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.902
sample_301,19.0,21.0,-1.0,-1.0,20.5,100.0,21.5,101.0,22.5,103.0,23.5,105.0,300.0,1.0,40.0,10.0,0.0,70,0.5,78.0,1.0,300.0,1.5,13.0,60.0,15.0,45.0,1.5,1.5,-1.0,800.0,400.0,0.9470000000000001
sample_1527,6.0,80.0,-1.0,-1.0,7.0,100.0,8.0,102.0,9.0,104.0,10.0,105.0,300.0,0.5,50.0,9.0,12.833333333333334,70,13.0,75.0,0.5,350.0,1.5,22.5,65.0,3.5,45.0,1.5,1.5,-1.0,800.0,400.0,0.93
sample_584,19.0,24.0,-1.0,-1.0,20.0,101.0,21.0,103.0,22.0,105.0,23.0,108.0,200.0,1.0,50.0,9.0,0.0,90,0.5,77.0,1.0,-1.0,1.0,2.5,64.0,3.5,46.0,1.0,1.0,-1.0,800.0,420.0,0.943
sample_789,14.0,30.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.9129999999999999
sample_1006,1.5,35.0,-1.0,-1.0,2.5,100.0,3.5,101.0,4.5,103.0,5.5,105.0,200.0,0.5,50.0,9.0,6.5,70,7.0,78.0,1.0,280.0,1.5,13.5,60.0,19.0,40.0,1.5,1.5,-1.0,800.0,400.0,0.879
sample_270,21.0,27.0,-1.0,-1.0,23.0,102.0,0.0,104.0,1.0,105.0,2.0,106.0,200.0,1.0,50.0,9.0,3.0,80,4.0,73.0,1.0,320.0,1.0,6.0,80.0,8.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.9470000000000001
sample_1476,2.5,38.0,-1.0,-1.0,4.0,100.0,5.0,102.0,6.0,103.0,7.0,102.0,300.0,0.5,50.0,9.0,11.5,70,12.0,75.0,0.5,360.0,1.5,22.0,65.0,1.5,45.0,1.5,1.5,-1.0,800.0,385.0,0.93
sample_1864,14.0,29.0,-1.0,-1.0,16.0,101.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.902
sample_314,23.0,24.0,-1.0,-1.0,0.5,100.0,1.5,102.0,2.5,102.0,3.5,102.0,300.0,1.0,40.0,10.0,4.5,70,5.0,78.0,1.0,320.0,1.0,18.5,60.0,18.5,40.0,2.5,1.5,-1.0,800.0,400.0,0.955
sample_1089,4.0,21.0,-1.0,-1.0,5.5,100.0,6.5,102.0,7.5,104.0,8.5,105.0,300.0,0.5,50.0,9.0,10.0,70,10.5,78.0,1.0,330.0,1.5,19.5,65.0,22.0,50.0,1.5,1.5,-1.0,800.0,420.0,0.879
sample_284,14.0,21.0,-1.0,-1.0,15.5,100.0,16.5,102.0,17.5,104.0,18.5,106.0,300.0,0.5,40.0,10.0,19.5,80,20.0,75.0,1.0,280.0,1.5,22.5,60.0,23.5,50.0,1.5,1.5,-1.0,800.0,400.0,0.971
sample_1386,6.0,30.0,-1.0,-1.0,8.0,102.0,9.0,104.0,10.0,105.0,11.0,106.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.902
sample_541,8.0,21.0,-1.0,-1.0,9.5,100.0,10.5,101.0,11.5,103.0,12.5,105.0,300.0,0.5,50.0,9.0,14.0,70,14.5,78.0,1.5,340.0,2.5,0.5,65.0,4.0,50.0,1.5,1.5,-1.0,800.0,420.0,0.935
sample_912,7.0,38.0,7.166666666666667,80.0,8.5,100.0,9.5,103.0,10.5,102.0,11.5,102.0,300.0,0.5,50.0,9.0,15.5,70,16.0,75.0,0.5,370.0,2.0,2.5,50.0,8.5,22.0,1.5,1.5,-1.0,800.0,400.0,0.902
sample_937,21.5,38.0,21.666666666666668,80.0,7.0,100.0,0.0,103.0,1.0,102.0,2.0,102.0,300.0,0.5,50.0,9.0,7.0,70,7.5,75.0,0.5,370.0,1.5,17.5,65.0,21.5,45.0,1.5,1.5,-1.0,800.0,440.0,0.943
sample_407,22.0,18.0,-1.0,-1.0,23.5,101.0,0.5,103.0,1.5,105.0,2.5,108.0,200.0,1.0,50.0,9.0,4.0,72,4.5,79.0,1.0,380.0,1.0,6.5,76.0,8.5,45.0,1.5,1.5,-1.0,800.0,400.0,0.9229999999999999
sample_1519,6.0,35.0,-1.0,-1.0,7.5,100.0,8.5,106.0,9.5,102.0,10.5,101.0,300.0,0.5,50.0,9.0,11.25,70,11.75,75.0,1.0,350.0,1.0,21.0,65.0,22.5,50.0,1.0,1.0,-1.0,800.0,400.0,0.8909999999999999
sample_339,21.0,38.0,21.166666666666668,80.0,23.5,100.0,23.5,102.0,0.5,104.0,1.5,103.0,300.0,0.5,50.0,9.0,6.0,70,7.0,75.0,0.5,350.0,2.0,17.0,48.0,22.0,30.0,1.0,1.5,-1.0,800.0,400.0,0.9670000000000001
sample_467,20.0,34.0,-1.0,-1.0,21.0,100.0,22.0,102.0,23.0,103.0,0.0,104.0,200.0,0.5,50.0,10.0,1.0,70,1.5,77.0,0.5,290.0,1.5,4.5,60.0,8.0,40.0,1.5,1.5,-1.0,800.0,400.0,0.902
sample_364,14.5,38.0,14.666666666666666,80.0,16.0,100.0,17.0,103.0,18.0,102.0,19.0,104.0,300.0,0.5,50.0,9.0,20.5,70,21.0,75.0,0.5,370.0,2.0,5.5,53.0,8.0,45.0,1.5,1.5,-1.0,800.0,420.0,0.879
sample_1423,18.0,24.0,-1.0,-1.0,19.0,100.0,20.0,102.0,21.0,103.0,22.0,104.0,300.0,0.5,40.0,9.0,1.5,70,2.5,78.0,1.0,310.0,1.0,12.5,62.0,16.0,40.0,1.5,1.5,-1.0,800.0,420.0,0.879
sample_819,14.0,29.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.8909999999999999
sample_321,15.5,38.0,15.75,80.0,17.25,100.0,18.25,102.0,19.25,103.0,20.25,104.0,300.0,0.5,50.0,9.0,1.0,70,1.5,75.0,0.5,300.0,2.0,13.5,54.0,15.0,30.0,2.0,2.0,-1.0,800.0,400.0,0.9470000000000001
sample_1549,21.0,39.0,21.25,80.0,23.0,100.0,1.0,102.0,2.0,103.0,3.0,102.0,300.0,0.5,50.0,10.0,7.5,70,8.0,75.0,0.5,350.0,2.0,17.0,65.0,21.0,45.0,1.5,1.5,-1.0,800.0,385.0,0.935
sample_1536,15.0,25.0,-1.0,-1.0,16.5,100.0,17.5,102.0,18.5,103.0,19.5,104.0,300.0,0.5,50.0,9.0,22.0,75,22.5,70.0,0.5,350.0,2.0,12.5,65.0,17.0,45.0,1.5,1.5,-1.0,800.0,400.0,0.9259999999999999
sample_1544,22.0,37.0,22.333333333333332,80.0,0.0,100.0,1.0,102.0,2.0,103.0,3.0,102.0,300.0,0.5,50.0,9.0,7.0,70,7.5,75.0,0.5,360.0,2.0,16.5,65.0,19.0,45.0,1.5,1.5,-1.0,800.0,390.0,
sample_71,12.0,18.0,-1.0,-1.0,13.0,100.0,14.0,104.0,15.0,104.0,16.0,105.0,300.0,0.5,50.0,9.0,17.333333333333332,70,17.833333333333332,75.0,1.1666666666666667,350.0,1.0,20.0,70.0,21.5,45.0,1.5,1.5,-1.0,800.0,400.0,0.902
sample_1362,14.0,29.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.871
sample_1371,14.0,29.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,
sample_501,2.0,30.0,-1.0,-1.0,3.5,100.0,4.5,101.0,5.5,103.0,6.5,105.0,300.0,0.5,50.0,9.0,8.0,70,8.5,78.0,1.0,340.0,1.5,3.0,65.0,7.0,45.0,2.0,2.0,-1.0,800.0,400.0,0.902
sample_11,6.0,20.0,-1.0,-1.0,7.5,100.0,8.5,102.0,9.5,102.0,10.5,102.0,300.0,0.5,40.0,10.0,11.5,70,12.0,78.0,1.0,310.0,1.0,1.0,60.0,3.5,40.0,1.5,1.5,-1.0,800.0,420.0,0.89
sample_686,14.0,29.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.902
sample_1171,14.0,29.0,-1.0,-1.0,16.0,101.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,23.0,75.0,1.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.93
sample_506,7.5,21.0,-1.0,-1.0,9.0,100.0,10.0,101.0,11.0,103.0,12.0,105.0,300.0,0.5,50.0,9.0,13.5,70,14.0,78.0,1.0,330.0,1.5,0.0,65.0,3.5,50.0,1.5,1.0,-1.0,800.0,420.0,0.93
sample_1568,11.75,36.0,12.0,80.0,13.5,100.0,14.5,103.0,15.5,104.0,16.5,103.0,300.0,0.5,50.0,9.0,21.5,70,22.0,75.0,0.5,350.0,2.0,6.0,50.0,11.5,29.0,1.5,1.5,-1.0,800.0,400.0,0.902
sample_1048,5.0,24.0,-1.0,-1.0,6.5,100.0,7.5,101.0,8.5,102.0,9.5,105.0,300.0,0.5,30.0,9.0,11.0,70,11.5,78.0,1.0,240.0,1.0,16.0,65.0,10.0,45.0,2.0,-1.0,-1.0,400.0,340.0,0.9229999999999999
sample_84,22.0,29.0,-1.0,-1.0,0.0,101.0,1.0,103.0,2.0,104.0,3.0,105.0,200.0,1.0,50.0,9.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80.0,9.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.971
sample_1148,8.0,29.0,-1.0,-1.0,10.0,101.0,11.0,103.0,12.0,104.0,13.0,105.0,200.0,1.0,50.0,9.0,14.0,80,17.0,73.0,1.0,320.0,1.0,20.0,80.0,22.0,45.0,1.5,2.0,1.0,1200.0,400.0,0.925
sample_1766,6.0,28.0,-1.0,-1.0,8.0,102.0,9.0,103.0,10.0,104.0,11.0,103.0,200.0,1.0,50.0,9.0,12.0,76,13.0,75.0,1.0,320.0,1.0,15.0,72.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9470000000000001
sample_1683,6.0,29.0,-1.0,-1.0,8.0,102.0,9.0,103.0,10.0,105.0,11.0,106.0,200.0,1.0,50.0,9.0,12.0,78,13.0,72.0,1.0,310.0,1.0,15.0,72.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.902
sample_65,6.0,18.0,-1.0,-1.0,7.0,100.0,8.0,105.0,9.0,106.0,10.0,107.0,300.0,0.5,50.0,9.0,11.333333333333334,70,11.833333333333334,75.0,1.1666666666666667,350.0,1.0,14.0,70.0,15.5,45.0,1.5,1.5,-1.0,800.0,400.0,0.92
sample_1429,3.5,24.0,-1.0,-1.0,5.0,100.0,6.0,102.0,7.0,102.0,8.0,103.0,300.0,1.0,50.0,10.0,12.0,70,12.5,78.0,1.0,300.0,1.5,20.5,60.0,23.0,40.0,2.0,2.0,-1.0,800.0,400.0,0.9179999999999999
sample_1368,14.0,30.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.902
sample_1899,6.0,29.0,-1.0,-1.0,8.0,102.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9359999999999999
sample_1708,14.0,29.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,23.0,80.0,6.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.902
sample_417,18.0,25.0,-1.0,-1.0,20.0,100.0,21.0,102.0,22.0,104.0,23.0,106.0,100.0,0.5,50.0,9.0,0.0,80,0.5,78.0,1.0,280.0,1.0,2.5,65.0,5.0,45.0,1.5,1.5,-1.0,800.0,400.0,0.902
sample_1326,9.666666666666666,30.0,-1.0,-1.0,11.0,100.0,12.25,102.0,13.25,105.0,14.25,106.0,200.0,1.75,50.0,9.0,16.0,80,16.5,73.0,1.25,320.0,0.75,18.0,80.0,19.5,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.879
sample_1165,22.0,17.0,-1.0,-1.0,23.5,100.0,0.5,103.0,1.5,104.0,2.5,104.0,200.0,1.0,50.0,9.0,3.8333333333333335,79,4.833333333333333,70.0,1.0,370.0,1.0,7.0,70.0,9.5,46.0,1.0,1.0,1.0,1200.0,420.0,0.93
sample_978,7.0,27.0,-1.0,-1.0,9.5,100.0,10.5,106.0,11.5,102.0,12.5,102.0,300.0,0.5,30.0,10.0,13.5,70,14.0,76.0,1.0,280.0,1.0,17.0,60.0,19.0,45.0,1.6666666666666667,2.333333333333332,-1.0,800.0,418.0,0.8909999999999999
sample_206,6.0,30.0,-1.0,-1.0,8.0,101.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9470000000000001
sample_329,21.5,21.0,22.0,73.0,0.0,100.0,1.0,102.0,2.0,103.0,3.0,104.0,300.0,0.5,50.0,9.0,6.5,70,7.0,75.0,0.5,330.0,1.5,18.0,50.0,23.0,45.0,1.5,1.5,-1.0,800.0,400.0,0.902
sample_809,6.0,27.0,-1.0,-1.0,8.0,102.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.93
sample_487,14.0,34.0,-1.0,-1.0,15.5,100.0,16.5,102.0,17.5,103.0,18.5,103.0,200.0,1.5,50.0,9.0,20.0,70,20.5,78.0,1.0,300.0,1.0,5.0,65.0,8.0,45.0,1.5,1.5,-1.0,800.0,400.0,0.935
sample_1231,22.0,29.0,-1.0,-1.0,0.0,101.0,1.0,103.0,2.0,104.0,3.0,105.0,200.0,1.0,50.0,9.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80.0,9.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.924
sample_1727,6.0,28.0,-1.0,-1.0,8.0,101.0,9.0,102.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,79,13.0,74.0,1.0,320.0,1.0,15.0,78.0,17.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.9129999999999999
sample_1211,22.0,29.0,-1.0,-1.0,0.0,101.0,1.0,103.0,2.0,104.0,3.0,105.0,200.0,1.0,50.0,9.0,4.0,80,5.0,73.0,1.0,320.0,1.0,7.0,80.0,9.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.902
sample_529,11.0,21.0,-1.0,-1.0,12.5,100.0,13.5,102.0,14.5,104.0,15.5,105.0,300.0,0.5,50.0,9.0,19.0,70,19.5,78.0,1.0,330.0,1.0,5.0,65.0,9.5,45.0,1.5,1.5,-1.0,800.0,420.0,0.943
sample_1916,22.0,29.0,-1.0,-1.0,0.0,102.0,1.0,103.0,2.0,104.0,3.0,105.0,200.0,1.0,50.0,9.0,4.0,78,5.0,73.0,1.0,320.0,1.0,7.0,80.0,9.0,45.0,1.5,1.5,1.0,1200.0,420.0,0.8909999999999999
sample_657,14.0,30.0,-1.0,-1.0,16.0,101.0,17.0,102.0,18.0,104.0,19.0,106.0,200.0,1.0,50.0,9.0,20.0,78,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.971
sample_898,15.5,38.0,15.666666666666666,80.0,17.0,100.0,18.0,102.0,19.5,103.0,20.5,103.0,300.0,0.5,50.0,9.0,1.0,70,1.5,75.0,0.5,370.0,2.0,13.5,52.0,16.5,30.0,1.5,1.5,-1.0,800.0,400.0,0.971
sample_419,9.0,21.0,-1.0,-1.0,11.0,100.0,12.0,102.0,13.0,104.0,14.0,106.0,100.0,0.5,50.0,9.0,15.5,80,16.0,78.0,1.0,300.0,1.0,18.0,60.0,20.0,45.0,1.5,1.0,-1.0,800.0,400.0,0.983
sample_1795,22.0,29.0,-1.0,-1.0,0.0,101.0,1.0,103.0,2.0,104.0,3.0,105.0,200.0,1.0,50.0,9.0,4.0,78,5.0,73.0,1.0,320.0,1.0,7.0,80.0,9.0,45.0,1.5,1.5,1.0,1200.0,400.0,0.9179999999999999
sample_859,3.5,21.0,-1.0,-1.0,5.0,100.0,6.0,102.0,7.0,103.0,8.0,104.0,300.0,0.5,40.0,10.0,12.0,70,12.5,78.0,1.0,300.0,1.5,21.5,60.0,3.0,40.0,1.5,1.5,-1.0,800.0,400.0,0.935
sample_1525,11.333333333333334,80.0,-1.0,-1.0,12.5,100.0,13.5,103.0,14.5,103.0,15.5,104.0,300.0,0.5,50.0,9.0,17.5,75,18.0,70.0,0.5,350.0,2.0,4.5,65.0,7.0,45.0,1.5,1.5,-1.0,800.0,400.0,0.9359999999999999
sample_360,18.0,38.0,18.166666666666668,80.0,19.833333333333332,100.0,20.833333333333332,104.0,21.833333333333332,103.0,22.833333333333332,102.0,300.0,0.5,50.0,10.0,0.0,70,0.5,75.0,0.5,370.0,2.0,18.5,40.0,20.5,30.0,1.5,1.5,-1.0,800.0,400.0,0.902
sample_1597,1.0,39.0,-1.0,-1.0,2.5,100.0,3.5,103.0,4.5,102.0,5.5,105.0,200.0,0.5,40.0,10.0,7.0,70,7.5,77.0,1.0,300.0,1.5,15.5,60.0,19.0,37.0,1.5,1.5,-1.0,800.0,420.0,0.9129999999999999
sample_268,6.0,29.0,-1.0,-1.0,8.0,102.0,9.0,103.0,10.0,104.0,11.0,105.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.9129999999999999
sample_845,15.0,21.0,-1.0,-1.0,16.0,100.0,17.5,101.0,18.5,103.0,19.5,105.0,300.0,0.5,40.0,10.0,22.666666666666668,70,23.0,78.0,1.0,300.0,1.5,8.5,60.0,11.0,40.0,1.5,1.5,-1.0,800.0,400.0,0.8909999999999999
sample_1377,14.0,30.0,-1.0,-1.0,16.0,102.0,17.0,103.0,18.0,104.0,19.0,105.0,200.0,1.0,50.0,9.0,20.0,80,21.0,73.0,1.0,320.0,1.0,23.0,80.0,1.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.902
sample_880,12.5,21.0,13.0,73.0,15.0,100.0,16.0,102.0,17.0,103.0,18.0,104.0,300.0,0.5,50.0,9.0,21.0,70,21.5,75.0,0.5,300.0,1.0,5.5,50.0,12.0,35.0,1.5,1.5,-1.0,800.0,400.0,0.9470000000000001
sample_591,6.5,22.0,-1.0,-1.0,7.5,101.0,8.5,103.0,9.5,105.0,10.5,107.0,200.0,1.0,50.0,9.0,11.5,90,12.0,78.0,1.0,330.0,1.0,14.0,65.0,15.0,45.0,1.0,1.0,-1.0,800.0,400.0,0.9470000000000001
sample_726,6.0,29.0,-1.0,-1.0,8.0,103.0,9.0,104.0,10.0,105.0,11.0,106.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.93
sample_827,6.0,80.0,-1.0,-1.0,8.0,100.0,9.0,102.0,10.0,103.0,11.0,104.0,200.0,1.0,50.0,9.0,12.0,80,13.0,73.0,1.0,320.0,1.0,15.0,80.0,17.0,45.0,4.0,-1.0,-1.0,1200.0,440.0,0.8909999999999999
sample_993,18.0,22.0,-1.0,-1.0,19.0,100.0,20.0,104.0,21.0,106.0,22.0,107.0,200.0,0.5,50.0,9.0,23.0,70,23.5,75.0,1.0,300.0,1.0,1.5,68.0,3.5,47.0,1.3333333333333333,1.4166666666666667,-1.0,800.0,420.0,0.93
sample_1482,13.5,30.0,13.75,80.0,15.0,100.0,16.0,103.0,17.0,102.0,18.0,104.0,300.0,0.5,50.0,9.0,20.0,70,20.5,75.0,0.5,350.0,1.0,7.5,60.0,10.0,45.0,1.5,1.5,-1.0,800.0,390.0,0.902
sample_473,1.0,21.0,-1.0,-1.0,2.5,100.0,3.5,102.0,4.5,104.0,5.5,105.0,200.0,0.5,50.0,9.0,6.5,70,7.0,78.0,1.0,290.0,1.5,14.5,60.0,19.0,38.0,1.5,1.5,-1.0,800.0,400.0,0.8909999999999999
sample_1624,16.5,21.0,-1.0,-1.0,18.0,100.0,19.0,102.0,20.0,104.0,21.0,105.0,300.0,1.0,50.0,9.0,23.0,70,23.5,78.0,1.0,340.0,1.5,7.5,65.0,10.5,50.0,1.5,1.0,-1.0,800.0,420.0,0.93
