A7-A5,A9-A7,A11-A9,A14-A11,A16-A14,A20s-A16,A20e-A20s,A24-A20e,A26-A24,A28s-A26,A28e-A28s,B4s-A28e,B4e-B4s,B5-B4e,B7-B5,B9s-B7,B9e-B9s,B10s-B9e,B10e-B10s,B11s-B10e,B11e-B11s
86399,5401,3600,3600,3600,1800,1800,1800,1800,21600,3600,82800,5400,0,18000,1800,5400,3600,3600,3599,0
79199,12601,3600,3600,3600,0,3600,0,1800,9000,3600,0,5400,0,10800,0,5400,1800,5400,16199,0
32399,59401,3600,3600,3600,1800,1800,1800,0,21600,3600,0,3600,0,10800,7200,5400,3600,5400,35999,0
3599,1,3600,3600,3600,12600,1800,0,1800,27000,3600,0,5400,0,9000,1800,5400,1800,5400,86399,0
44999,46801,3600,3600,3600,1800,1800,1800,1800,21600,3600,1800,5400,3600,14400,0,5400,1800,5400,44999,0
52199,39601,3600,3600,3600,1800,1800,1800,1800,0,3600,0,3600,0,7200,0,5400,8999,0,0,0
1800,5400,3600,3600,3600,3600,1800,1800,1800,28800,1800,0,7200,0,16200,0,7200,3600,7200,80999,0
21599,68401,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4800,600,4200,61799,0
1800,6300,3600,3600,3600,9900,1800,1800,1800,19800,1800,0,3600,0,21600,0,7200,3600,5400,32399,0
28799,63001,3600,3600,3600,0,1800,1200,1800,0,2400,0,3600,0,6600,600,5400,2400,5400,67799,0
7199,82801,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,4800,1200,4800,48599,0
35999,57601,3600,3600,3600,0,3600,900,5400,84600,2700,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
600,7800,3600,3600,3600,7800,1800,0,1800,30600,1800,0,7200,0,14400,0,5400,1800,5400,30599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,27001,5400,3600,3600,1800,1800,1800,1800,0,3600,0,3600,0,5400,0,3600,1800,3600,17999,0
57599,34201,3600,3600,3600,1800,1800,1800,1800,3600,3600,0,5400,0,7200,0,7200,3600,7200,82799,0
66599,25201,3600,3600,3600,600,1800,1800,1800,16200,3600,0,4200,0,20400,600,4800,2400,3600,74999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
14399,77401,3600,3600,3600,82800,1800,0,1800,30600,1800,0,5400,0,9000,0,7200,7200,7200,16199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,5400,3600,3600,3600,13800,1800,0,1800,30600,1800,0,5400,0,14400,0,5400,1800,5400,12599,0
79199,10801,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4200,600,4800,32999,0
79199,10801,3600,3600,3600,1800,3600,0,1800,14400,3600,0,3600,0,9000,10800,5400,1800,5400,3599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,1800,1800,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
62999,32401,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,1800,14400,5399,0,0,0
7199,84601,3600,3600,3600,1800,1800,1800,1800,0,3600,0,5400,0,7200,21600,5400,3600,5400,17999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
71999,18001,3600,3600,3600,14400,1800,0,1800,27000,3600,0,5400,0,10800,3600,5400,1800,5400,62999,0
75599,14401,3600,3600,3600,1200,1800,1800,1800,0,4200,0,3600,0,5400,0,5400,1800,5400,28799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,14399,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
3599,9001,3600,3600,3600,0,3600,0,1800,36000,3600,50400,3600,0,3600,0,3600,1800,3600,41399,0
73799,18001,3600,3600,3600,7200,1800,1800,1800,18000,3600,0,5400,0,18000,0,5400,1800,5400,73799,0
600,4800,3600,3600,3600,0,1800,1800,1800,55800,1800,0,7200,0,7200,0,5400,1800,5400,10799,0
3599,1801,3600,3600,3600,10800,1800,0,1800,28800,3600,0,3600,0,7200,5400,5400,1800,5400,84599,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
17999,73801,3600,3600,3600,84600,3600,0,1800,36000,3600,0,5400,0,7200,0,5400,3600,5400,17999,0
64799,25201,3600,3600,3600,7200,1800,1200,600,27000,1800,0,5400,0,18000,0,5400,3600,5400,59399,0
17999,72001,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,3600,0,3600,1800,3600,64799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
80999,9001,3600,3600,3600,1800,1800,0,1800,14400,3600,0,5400,0,19800,0,5400,3600,5400,3599,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
77399,14401,3600,3600,3600,14400,1800,0,1800,28800,1800,0,5400,0,12600,0,5400,7200,5400,62999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
3599,1801,3600,3600,3600,0,3600,0,1800,32400,3600,0,3600,9000,0,9000,9000,0,5400,82799,0
71999,19801,3600,3600,3600,1800,1800,1800,1800,23400,3600,0,5400,0,9000,7200,5400,3600,5400,71999,0
35999,55801,3600,3600,3600,1800,1800,0,1800,0,3600,0,5400,0,3600,0,5400,1800,5400,75599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
57599,34201,3600,3600,3600,1800,1800,1800,1800,27000,5400,81000,9000,0,12600,1800,5400,1800,5400,57599,0
600,4800,3600,3600,3600,10800,1800,1800,1800,28800,1800,0,7200,0,21600,0,5400,3600,5400,41399,0
600,33600,61200,3600,3600,16200,1800,0,1800,28800,1800,0,5400,0,14400,0,5400,3600,5400,80999,0
7199,84601,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,1800,5400,43199,0
64799,27001,3600,3600,3600,900,1800,0,1800,26100,3600,0,3600,0,5400,3600,3600,9000,3600,71999,0
600,8400,0,3600,3600,16200,1800,84600,3600,27000,1800,0,7200,0,18000,0,3600,5400,5400,79199,0
14399,75601,3600,3600,3600,1800,1800,0,1800,0,1800,3600,5400,0,12600,3600,5400,3600,5400,39599,0
600,4800,3600,3600,3600,3600,1800,0,1800,21600,1800,0,7200,0,9000,9000,5400,1800,5400,35999,0
21599,68401,3600,3600,3600,9000,1800,1800,3600,28800,3600,0,3600,0,12600,1800,5400,0,5400,16199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
71999,18001,3600,3600,3600,1800,1800,1800,1800,10800,3600,0,3600,0,7200,25200,5400,1800,5400,73799,0
900,5400,3600,3600,3600,13500,1800,1800,1800,34200,1800,0,7200,0,5400,0,7200,3600,7200,14399,0
900,6300,7200,3600,3600,12600,1800,1800,1800,23400,1800,0,7200,0,14400,0,5400,3600,5400,82799,0
25199,64801,3600,3600,3600,0,1800,1800,1800,0,1800,0,3600,0,9000,3600,3600,5400,3600,61199,0
32399,59401,3600,3600,3600,5400,1800,1800,1800,41400,1800,0,7200,0,16200,0,5400,1800,5400,12599,0
1200,6000,3600,3600,3600,10800,1800,1800,1800,16200,1800,7200,7200,0,9000,0,5400,1800,5400,5399,0
43199,46801,3600,3600,3600,33600,1800,55800,1800,0,4200,0,3600,0,5400,0,5400,1800,5400,82799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
79199,12601,3600,3600,3600,1800,1800,1800,1800,10800,3600,46800,5400,0,14400,3600,7200,3600,7200,39599,0
64799,27001,3600,3600,3600,0,1800,1800,1800,39600,3600,0,3600,0,9000,16200,5400,1800,5400,44999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
59399,32401,3600,3600,3600,1800,1800,1800,1800,18000,3600,7200,5400,1800,12600,0,5400,1800,3600,62999,0
900,5400,3600,3600,3600,14400,1800,1800,1800,19800,1800,0,7200,0,19800,0,5400,3600,5400,30599,0
68399,23401,3600,3600,3600,1800,1800,1800,1800,9000,3600,0,3600,0,64800,43200,7200,86399,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
57599,36001,3600,3600,3600,0,3600,0,10800,0,3600,0,3600,3600,7200,0,5400,84600,7200,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,25201,3600,3600,3600,1200,1800,1800,1800,0,4200,0,3600,0,5400,0,5400,1800,5400,17999,0
73799,18001,3600,3600,3600,10800,3600,0,1800,19800,3600,0,5400,0,9000,3599,0,18001,7200,61199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,25200,0,5400,0,5400,0,3600
21599,72001,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,9000,0,5400,3600,5400,53999,0
51599,39601,4500,3600,3600,0,6300,0,1800,84600,4500,0,2700,0,5400,0,14400,1799,0,0,0
7199,84601,3600,3600,3600,600,3600,600,3600,600,3600,0,3600,0,9000,0,3600,3600,3600,5400,3600
61199,34201,3600,3600,3600,900,1800,900,1800,900,3600,900,3600,1800,7200,1200,6000,2400,8400,86399,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1800,7200,3600,3600,3600,9000,1800,1800,1800,32400,1800,0,5400,0,18000,0,5400,3600,5400,75599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
35999,55801,3600,3600,3600,84600,5400,1800,1800,23400,3600,0,3600,0,10800,3600,5400,3600,5400,39599,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
46799,45001,3600,3600,3600,30599,0,68401,1800,27000,3600,0,3600,0,16200,0,5400,1800,5400,39599,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,5400,3600,14400,1800,0,1800,34200,1800,0,7200,0,10800,0,5400,3600,5400,12599,0
53999,39601,3600,3600,3600,1800,1800,1800,1800,0,3600,0,3600,0,7200,0,5400,1800,3600,3599,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
73799,18001,3600,3600,3600,57599,0,43201,1800,23400,3600,0,5400,0,19800,75599,0,19801,5400,61199,0
45599,45001,3600,3600,3600,3600,1800,1800,1800,28800,1800,0,7200,0,9000,7200,5400,1800,5400,41399,0
600,6000,3600,3600,3600,600,1800,1800,1800,55800,1800,0,7200,0,7200,5400,5400,3600,5400,79199,0
82799,9001,3600,3600,3600,1800,1800,1800,1800,19800,3600,0,5400,0,12600,0,5400,1800,5400,5399,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
32399,57601,5400,3600,3600,9000,1800,600,1200,25200,3600,0,5400,0,9000,5400,5400,35999,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
1800,7200,3600,3600,3600,9000,1800,0,1800,23400,1800,0,3600,0,23400,1800,5400,3600,5400,26999,0
62999,27001,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,3600,0,3600,1800,3600,23399,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
21599,68401,3600,3600,3600,600,1800,1200,1800,0,3600,0,3600,0,7200,600,4800,900,5100,62399,0
900,4500,3600,3600,3600,5400,1800,0,1800,34200,1800,0,3600,0,9000,0,5400,5400,5400,34199,0
82799,9001,3600,3600,3600,1800,1800,0,1800,72000,3600,32400,5400,0,16200,0,5400,3600,5400,3599,0
26999,64801,3600,3600,3600,1800,3600,1800,1800,19800,3600,0,5400,0,10800,12600,5400,1800,3600,25199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,9000,84600,7200,0,3600
61199,28801,3600,3600,3600,18000,1800,0,1800,21600,5400,0,5400,0,21600,0,5400,1800,5400,44999,0
71999,18001,3600,3600,3600,0,1800,0,1800,0,3600,0,3600,0,7200,3600,5400,1800,3600,25199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,3600,0,3600
82799,9001,3600,3600,3600,1800,1800,1800,1800,18000,3600,0,3600,0,10800,5400,5400,3600,5400,3599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,55801,3600,3600,3600,1800,1800,1800,1800,21600,3600,1800,3600,0,7200,12600,5400,3600,5400,34199,0
0,81001,3600,3600,2400,3000,1800,1800,1800,1800,3600,1800,5400,0,3600,23400,3600,5400,5400,19799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,12600,1800,0,0,25200,1800,0,5400,0,16200,0,5400,3600,5400,34199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
68399,25201,3600,3600,3600,7200,1800,0,1800,19800,3600,0,5400,0,7200,7200,5400,3600,5400,68399,0
1800,5400,3600,3600,3600,10800,1800,1800,1800,32400,1800,0,7200,0,16200,0,3600,3600,5400,44999,0
50399,39601,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,4800,1200,4800,5399,0
46799,46801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,3600,0,7200,0,3600
1200,4800,3600,3600,3600,0,1800,0,1800,0,1800,0,7200,0,7200,7200,5400,3600,5400,61199,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,5400,5400,0,3600,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
71999,21601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
39599,52201,3600,3600,3600,16200,1800,0,1800,21600,3600,0,5400,0,10800,7200,5400,1800,5400,28799,0
50399,39601,3600,3600,3600,1200,1800,1800,1800,0,4200,0,3600,0,5400,0,5400,1800,5400,3599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
29999,61801,3600,3600,3600,1200,1200,600,5400,5400,3600,1500,3900,1800,7200,0,5400,1800,5400,55799,0
26999,64801,3600,3600,3600,1800,1800,1800,1800,18000,3600,0,3600,0,10800,7200,12600,1800,5400,26999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
64799,25201,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,1200,4200,600,4800,17999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
25199,64801,3600,3600,3600,12600,1800,0,1800,30600,3600,0,5400,0,12600,0,5400,1800,5400,16199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,54001,3600,3600,3600,600,1800,1200,1800,0,3600,0,3600,0,7200,600,5400,600,4800,76799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
900,4500,3600,3600,3600,19800,1800,0,1800,32400,1800,0,7200,0,12600,0,5400,1800,5400,12599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
900,4500,3600,3600,3600,14400,1800,1800,1800,27000,1800,0,5400,0,23400,0,5400,3600,5400,43199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
21599,68401,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,4800,1200,4800,62999,0
600,4800,3600,3600,3600,14400,1800,0,1800,34200,1800,0,7200,0,9000,0,5400,0,7200,17999,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
80999,10801,3600,3600,3600,1800,1800,1800,0,16200,3600,0,3600,0,10800,7200,5400,3600,5400,3599,0
53999,39601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
82799,9001,3600,3600,3600,1800,1800,1800,1800,25200,3600,0,3600,0,81000,25200,5400,1800,5400,80999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
35999,54001,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4200,1200,4200,76199,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
46799,46801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
14399,77401,3600,3600,3600,0,1800,1800,1800,1800,3600,0,3600,0,16200,0,5400,1800,5400,41399,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,43199,0,0,0
66599,25201,3600,3600,3600,10800,1800,1800,1800,25200,3600,0,5400,0,10800,0,5400,3600,5400,61199,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
57599,34201,3600,3600,3600,41399,0,60001,1800,21000,3600,0,3600,0,21600,3600,5400,1800,5400,44999,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,54000,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
39599,50401,3600,3600,3600,1200,1800,1800,1800,0,4200,0,3600,0,5400,0,5400,1800,5400,79199,0
7199,82801,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,4800,1200,4800,48599,0
48599,43201,3600,3600,3600,1800,1800,1800,1800,16200,3600,57600,3600,0,7200,5400,5400,1800,5400,5399,0
46799,46801,3600,3600,3600,0,3600,0,1800,0,3600,0,7200,0,3600,0,7200,1800,7200,79199,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1800,5400,3600,3600,3600,3600,1800,1800,1800,41400,1800,0,5400,0,10800,0,5400,7200,5400,75599,0
47999,42601,3600,3600,3600,0,1200,0,1800,0,6600,7200,5400,0,5400,3600,5400,1800,3600,77399,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
86399,7201,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,82800,7200,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
14399,77401,3600,3600,3600,1800,1800,1800,1800,18000,3600,0,3600,0,5400,14400,5400,3600,5400,17999,0
64799,25201,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4200,1200,4200,18599,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,1800,3600,0,5400,0,3600
3600,7200,3600,3600,3600,19800,1800,1800,1800,23400,1800,0,7200,0,18000,75599,0,19801,5400,61199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,54001,3600,5400,1800,7200,1800,0,1800,25200,3600,1800,3600,0,19800,0,5400,1800,5400,30599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,3600,1800,5400,0,3600
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1800,13800,3600,3600,3600,18000,1800,1800,1800,27000,1800,1800,5400,0,14400,0,5400,3600,5400,10799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1200,4800,3600,3600,3600,21000,1800,0,1800,25200,1800,0,7200,0,16200,0,5400,3600,5400,61199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
57599,34201,3600,3600,3600,0,3600,0,3600,0,3600,81000,3600,1800,7200,52200,5400,0,5400,0,3600
600,6600,3600,3600,3600,16200,1800,1800,1800,25200,1800,0,7200,0,10800,0,5400,1800,5400,68399,0
7199,84601,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,7200,0,3600,1800,3600,41400,50400
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,12600,44999,0,0,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
48599,43201,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,1800,5400,84599,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,5400,0,14400,70199,0,0,0
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
14399,79201,3600,3600,3600,0,3600,0,18000,0,3600,0,3600,0,7200,0,61200,71999,0,0,0
62999,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,23400,1800,1800,1800,25200,1800,0,7200,0,12600,0,5400,3600,5400,82799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
